TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NO_MUNICIPIO_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;TP_PRESENCA_GERAL;NU_DESEMPENHO;NU_MEDIA_GERAL;NU_INFRAESTRUTURA
11;F;1;3;1;1;11;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Currais Novos;RN;1;1;1;1;389.5;532.5;528.0;457.5;AECBBDBDDCBACEAEEAECBBEABCBACDAEDADEDAEABDACB;CABADEECCDACBDBDDEAEDECAAEBDECABECDBEDADAABCE;BBADACADEADCAEBBDDCEDAECAAADCBBECBECBECABCCEC;EEBDCCDEEBEECDBDABBDBACCEADBCADBCDEABCEDAAECB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;140;120;120;140;100;620;E;E;B;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;1;2;505.5;3
11;M;0;2;1;1;10;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Ilhéus;BA;1;1;1;1;404.5;410.5;331.8;372.2;CEBBDACDDBBCEACDBBDCEBACEBABDCBEDBDCABCDAEDBD;ECDABDBACEDCBBACBDEBBDEACABCEDBBBCBDAECDECABD;BBEADACECCEADCEADBBDACBACDEBDCACBCEDABDCEBBAC;BECDADBCBBEBDBDCABDCEBDDBBDDADEDCDDACBDEACCDB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;120;120;120;120;120;600;C;G;C;D;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;1;2;423.8;3
7;F;0;3;1;1;5;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Sinop;MT;1;1;1;1;480.5;446.2;465.5;567.0;DBEEBCCADECBCEEADBBDEADADBCEBCCDBAEBAACADBCEB;CEDACAAADCBADEEBEACDEBACDBAACDACEBADCEADBCDAE;AABBCCBEBADACDAECACCEABDBEBCCAECABDDBEAEBCADE;BCECAABEEDECABDCAEADAEBDCADDDBBCADBDAEECCABCB;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;180;120;120;160;700;H;F;F;B;4;G;A;C;D;B;B;B;A;B;A;B;A;B;B;A;A;D;A;A;B;1;2;531.85;1
2;F;1;3;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Caruaru;PE;1;1;1;1;534.0;530.5;507.2;485.5;DDADBEBAAECBCBBECCEEBEECCBDA.EBCDBDECDCAECDAB;CDBECABADAEEAADACBCBABCEDCDBDCDDCACACAEABAADE;BBAABEEDAEDBEBABEDDADCAECEADAABBBBAADBBEBBCAE;BAAAABCBEDBCEBCABDEAEEBCDAADAEABCCEDDEABDDAEE;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;160;160;140;140;760;C;B;C;F;4;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;1;2;563.45;3
2;M;1;1;1;2;0;1.0;Goiânia;GO;4.0;1.0;Goiânia;GO;1;1;1;1;607.5;652.0;621.5;696.0;CECDCBADADBEEBCDCBDCABCEDABBAACEEECCDECDAECBA;DAAEDEADCDCABABCDDEBAAABAEAEBBCCEBDCECBDAABCD;BBBDACCEEEDBEEBBECBBCACCAAAEDBBEDBDCADBDCDDAC;EEDAADBECDABEDEEEABBECBCEDBBCCBCBDECDDDABDABB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;140;200;180;160;180;860;C;F;D;B;3;E;A;C;C;A;A;B;B;B;A;B;A;A;B;A;A;D;B;A;B;1;1;687.4;2
3;M;1;3;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Rio de Janeiro;RJ;1;1;1;1;534.5;592.0;557.5;554.0;CDEDEEABAECBCACDCCBEAEAACBDAAEBDDBEECADAAABBC;BEAECCDBEACDAADEABCAAECDCACEBCDCABBEBEDCEBEDA;EAABBDACAEDBAEBABBDEAECEBAACAACCBBAACACBCEAAE;BBECEABCDBCCBECCBAADDEDDBACCABBCACDADEDCDDCED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;120;100;120;60;520;C;E;C;B;6;F;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B;1;2;551.6;2
3;F;1;1;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Parnaíba;PI;1;1;1;1;560.5;640.5;636.0;529.0;CEDECCBACDCACDDBACDBABECBDDAEEDBEBEBDDEEAECBC;CDAEEAABAACCEADECBDAABCDCDBBACBEABAEBCDDEBDDC;BCDABDACAEDCDBBADBBCDCBEBBACBACAADBACACBBEAAE;EAAADCBDCDBBABEEBBCEDBDDAABDAABCBCCDDEABADBDD;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;160;140;180;200;840;D;F;C;B;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;1;1;641.2;3
11;M;1;2;1;1;12;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Joinville;SC;1;1;1;1;526.5;647.5;572.5;584.0;EBCCADCBADBEBEBACDCDDBCCDDBCCCBDCAECDCEACCBDA;DBAAEEADCDCEDDBCDDEACEAAACDABEACECDAECBDAABCD;ABAEACBDEEBDAEBBEAAACBCCAEABECBEDBCDAABAEDDCC;EACAADDEBEADDDBCDBBCEAEABDBBACAEDDEBDCBBCAACB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;100;120;120;120;80;540;H;F;F;F;2;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;1;2;574.1;2
3;M;1;1;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Campinas;SP;1;1;1;1;578.5;576.5;534.0;657.0;CDDAEACCEDCBBCCDBBBDACEAECCEBBDADEEEBADDBEEEC;ABCDCBCADDCEACDAAEBCDBCECAAEAEBBCDADDCDCEAADE;CABBAAAEDABEACDACABEEDCCECAAEDDDABEDBCEDCCCDD;EEDEECDACDABCCCDDABCADCBABEEACCCDBECABEBEDCBC;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;100;140;80;100;60;480;E;C;C;C;4;F;A;B;C;B;A;B;B;B;A;B;A;A;D;B;A;E;A;D;B;1;2;565.2;1
7;M;1;3;1;1;5;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Matão;SP;1;1;1;1;560.5;543.0;541.5;605.5;CAADADCBDEBEACBACCAEACCDDEBCCBABDEDBAABBCACDE;DBADEEACCDADBBADDCEBEECAABEABDDCDDCAECDEAADAD;BCBCDCCEAEBABCAADCBACCCDAAABCCEEEBCCADCDEACAC;EDEADDAECEADCDBECCBAECDDCDCBDCCCAEABBCADABDCC;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;160;120;160;120;80;640;B;E;C;B;3;C;A;B;B;C;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B;1;2;578.1;2
1;M;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Urandi;BA;1;1;1;1;485.0;458.0;478.2;485.2;DECDADBABBBBBCCBCEABAEEBCDDACCCCBBCCCCBBCBCAC;BACAABBCBBBDBADAAADAABADCABABCABEDADAAABCBBCB;BBABBBBBBBDBDBBAADDCACBDEBACCBBBBBCCCAABBACAA;CBCCBBCBCAABCBACBADDDEBECDBDBAACDBCDDCDEBDCEB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;100;80;60;60;20;320;E;E;F;F;4;E;D;B;D;B;C;C;B;B;A;A;A;A;B;B;A;E;A;B;B;1;2;445.3;1
3;F;1;1;1;2;0;1.0;Brasília;DF;4.0;1.0;Brasília;DF;1;1;1;1;502.2;557.5;549.0;559.0;ABCBABBDCEBEBCCDCDECADCBBADEECCBEEDECADBBEBAC;DBAADECBCDCAB..CEADCDCAAACCDCEAEECDCACBDA.B.D;BCBDACBEAEDBACABECBBEAACAAABEBABEBEEA.BEEAD.C;EAAADDDEEDDCABDCDACCBCBCAEACECBDDD.DECDAEABBB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;160;200;160;180;200;900;G;F;D;B;5;G;A;C;D;C;A;C;A;B;A;B;A;B;D;A;A;E;A;D;B;1;1;613.55;1
5;M;1;2;1;1;3;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Guarujá;SP;1;1;1;1;602.0;542.0;580.5;599.5;DBEEBACBCCCBCBECEBBEEEDDBCAEEADEBEEDDCBDAEADA;ACEBCDAEDBCCADEDAADEBEECABCBEAABBEDCABEDBCDBD;ABABCAABDECDCAAACADBBDEDDBACABEAABCBBEEAACEED;CDBCBBECEBDCCAABCEEDADCCADDEDDAADDBEBEECEECCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;160;140;180;100;740;G;G;D;D;4;I;A;D;D;B;A;B;B;B;A;B;A;A;B;A;B;C;B;B;B;1;1;612.8;1
4;F;0;0;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Caicó;RN;1;1;1;1;385.0;362.8;347.5;345.8;CAACEDCBCECEBCEBCCDDCCACCDACDBACBCBBCCDCAEDBC;AEBDBCAADAAAABAEACACCCABADBABEADBAABDDEBEDAEC;CBBDBAAAAEDABCCAEABEAEBDEDEBCCADCBABDBBEACACB;BDBBCCAACCDAACBABECBCCADBDACDDCBBDACDDDEEEDDA;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;80;120;80;80;80;440;B;C;F;B;4;B;A;C;D;B;C;B;A;A;A;A;A;A;B;A;A;C;A;B;B;1;3;376.2;2
2;F;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Belém;PA;1;1;1;1;462.5;386.0;456.5;378.0;ADBDAABEAEBABCCCBEDBACCABABDBEBECCDDCAECCBDEB;EADBDAADCABEECACABDAEBBADCEBDAEBDBCEBABBDCADA;BECACCBDBCDBCAABDCBBDACDAAAABDCEDADBBCBAECBDC;CCDECADCDAADDCDCDDCDDAAABADCBCDBBDBACEECEDBCA;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;100;120;80;100;80;480;E;E;F;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;1;2;432.6;3
3;F;1;3;1;2;0;1.0;Salgueiro;PE;2.0;1.0;Salgueiro;PE;1;1;1;1;355.0;476.0;374.8;358.8;AAEEACDDEEAADDBCDECBACACDDCADBEBECEECACDCBDCA;CADADACBDABADDDACCDAABCDDECCAADBCEADCAEBBEBDA;DBEDACEBEEBBBDAEBABECADDEDECBACECAABAACDEEEBA;CAEECBDBCBBCCBCCADDCDCACDAEDACCBCBCEDCDBBBBBA;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;80;120;60;120;20;400;A;A;C;B;4;B;A;B;D;B;A;B;B;A;A;A;A;A;A;B;A;C;A;A;B;1;3;392.9;2
2;F;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Ijuí;RS;1;1;1;1;538.5;564.5;636.0;591.0;EBDCEDBEEBDCDBECCCBCEDDCABBDBEDEABECACDDCAEAB;ACAEEDDACBDAABEDDEEABCDCAACBDAECBDDBDBCDECDCA;AEBACBBCDACDEDAACABBBDBCCEACCDDAAEDBBEBBABEED;ECBCADEBCDDCAEDBDEECABCCEDDCDEACDBBBCBEDDDECD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;180;140;180;200;860;G;G;B;D;3;I;A;B;C;C;A;B;B;B;A;B;A;B;D;A;B;D;A;B;B;1;1;638.0;1
11;M;1;3;1;1;11;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Imperatriz;MA;1;1;1;1;420.0;357.5;471.2;376.0;AECBCCBABACBECAAACACCAECCBEAEEBBECBAECBAEDCCC;CBEDBABECBBACECACBBBAECABECBCBABBCEEEAAACBCCB;AEEABDCAEBCEABBBEDDCAADEDAECCBBCABAAEDBCBEBAC;CBCCBCBCCCDBCACDACCCEDCCCCBECAABAEDCDCDBBACBA;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;120;100;120;80;540;A;A;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;1;2;432.95;3
4;F;1;3;1;2;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Pimenta Bueno;RO;1;1;1;1;489.8;557.5;530.5;626.0;CDEBDCDBCEDBBECCBBABBCCCACDBDCDDEEECBCDDBDBED;ABCDCBBACDBDACDEADBDDCCADBDBDCCBCECDBCBCADDBE;CABCCCBBCCBEAACABBCBADBBACEBEDDBBDEDDEEDCACBC;EBDCEEACCDDACCCCDDBCDBCBBEDEADDEADCDECCCDDCBC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;140;100;120;160;640;H;H;B;B;6;D;A;B;E;A;C;B;A;B;B;B;A;A;B;A;A;E;A;A;B;1;2;568.75;1
11;F;1;3;1;1;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Rio de Janeiro;RJ;1;1;1;1;552.5;477.2;469.5;536.5;CDACBEDCBCBBBAECBDDACBEEECCEEBCCCDEABBCEBAEDD;AECECBDACEEAAADABACBDEEECEDCACACBAEBCABBAADDD;AABBECADDEBEAEEADADAACCDBDEDADEADEBDCACDBBECD;EEDBEEDADBDBCDCCBDBCCDBDABBBEDAECAACADBCCEBBB;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;120;120;120;100;580;B;B;B;B;4;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B;1;2;523.15;3
5;F;1;1;1;1;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Santa Maria;RS;1;1;1;1;542.0;550.5;566.0;503.0;AEACEDBACEBAAACABBCCCDEBCDDCEDCDDBDADCDAECDBA;ADCDBBABBACDAEDECBCDABCDCEDBBCDEBDDCBEECCAEDB;BEAABDACAEDCCDBAEBBAACBEEAABAAEBEDBACAABBEAAE;BDAEACDACCBBBBCACEADCECECDBDCEAACBDEDEACADBED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;120;160;120;80;640;E;G;F;D;2;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;B;A;A;B;1;2;560.3;2
11;F;1;3;1;1;11;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Várzea Grande;MT;1;1;1;1;452.5;412.5;452.2;569.0;ECBACABBDCABCBBABBBBADBABAAAEDBADBDBEAACACCCA;DDBEBACCCECECADBCACADEBADAEEEBBEBAACBAACABADB;BCDABDECAEDBBCABDBBBCEABCBDEBEBBAACBBACDBDBAA;BCDCBCCCDCCBBBDBEACAAADCBCBCCDBBCBCCEEBCBDBEC;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;100;120;120;120;120;580;C;E;C;D;2;D;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;1;2;493.25;2
3;F;1;3;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Mombaça;CE;1;1;1;1;334.5;464.0;480.2;447.2;ABECCAAEADABBCADCCDEBEAEDCDBABCEBABDABBCDBEAC;AEADCADDCDABCEAEADEBEAAAECBADBABABDCBEDACBADE;AEABCDAEABBCDCEACABEACDBACABDACDAECBDAEDBBACB;BEAEECDDBDBABCABBDCACDBCECBAACCBDECBADCCBCBCA;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;8.0;0;0;0;0;0;0;A;A;A;A;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;B;1;3;345.2;2
11;M;1;1;1;1;11;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Lavras;MG;1;1;1;1;653.0;662.0;599.0;773.0;DBEEADABDCAAEBACEADBDADABACCCBEBBBDCDCDDAECAA;AAEEABAADCDADDEABCEABCDCEBCBCAEEBAACABADBCDAE;ABABBABDDECDEDACCADAADECCBACCBDEABDCBEBBACAED;BCCCDEABCBEDAEABDEBDABDBAEDADCCABDBACBECBAACC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;200;160;120;80;680;E;E;D;C;4;J;B;E;D;D;A;C;B;B;A;B;A;B;E;B;A;E;A;E;B;1;1;673.4;1
11;M;1;0;1;1;11;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Rio de Janeiro;RJ;1;1;1;1;582.0;657.0;634.5;696.5;CEDAEDCAECEDCDDCAACEEADCDBDAEECDDBEECCEBCAEBC;CEAEECABDACEAADECBDAABEDCADAACDEAACABCDDEBCDC;BBCABDECEEDCCDBADEDCDCAEBBECDACABEAACAEBBEAAB;DBECCCBBDCEBDEEDBCBCDBBDEBCCBCCCCCBDDEBDADDED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;140;120;120;120;60;560;E;E;D;D;1;K;A;D;D;A;A;B;A;A;A;A;A;B;B;A;B;B;A;B;B;1;1;626.0;2
2;F;1;3;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Senador Canedo;GO;1;1;1;1;446.5;402.8;452.0;409.0;EBDCBDEACDAECABCEDBBDDECBACCCBBBCCDCECAEECDDC;EDBBACDBCCEBCCBDACADBCABCDDCDCBBDABEBCEABDDCE;DEBBCCADBECDBDCCBBABECADCCBCDCECAEDBCBDABCBCB;BCAEABDCECDBCDABDCCDBDCDCDEDCABBDCAACEEBCEDAD;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;120;80;140;60;520;E;D;C;B;3;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;1;2;446.05;3
3;F;1;3;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;João Pessoa;PB;1;1;1;1;435.8;427.8;495.8;406.5;DACADECBEDCADDDDCECECBADCBABAEEDEBAEBDBCDBCEE;DECDAEDBBAEEAEDECBEBEBDCEEECDCABDACECBCBBEAEB;BBEBDCBAEEBCCBBCADCEACDBEBDBBACDBCAACECBBCEAE;BDCCCBCCBDBDDCBCACCDCDCEECADCCCBDADDDDEAADEBE;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;8.0;0;0;0;0;0;0;F;E;B;B;4;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;1;3;353.15;2
2;F;1;1;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Goiânia;GO;1;1;1;1;455.5;571.0;521.0;586.0;BBECEABDCCDCBEEEBADECCCCCDCECBBCECCBCCAEBEBBC;ABEDCBDACDAEECEACDCBEAABDAACBDEBCABADCBCDAADE;EDBDACADDCBECAEAABCEAEBAECBBECEABEACBAEDDEECC;EBEBCCCADDDBACCCAEBBBDDCCDEBECCDEEBEBBBDCEEDB;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;160;200;200;200;200;960;E;F;D;F;4;E;A;C;D;B;A;B;A;B;A;B;A;A;B;B;A;E;B;B;B;1;1;618.7;1
