TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NO_MUNICIPIO_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;TP_PRESENCA_GERAL;NU_DESEMPENHO;NU_MEDIA_GERAL;NU_INFRAESTRUTURA
2;F;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Serra Talhada;PE;1;1;1;1;577.0;661.0;457.2;741.5;DEAEACAECEBACBBBDAEECAAACBDABECADBEEDAAAABABA;CDAEEABBDABEAADECBDAABCDCCBABCDEAADBBCDEEBADB;BEDCBAAAAAAAAAAAAAAAAAAEAAAAAAAAEEAAAAAAAAAAA;DAECDCBCDCAAAEABECBADDADCABEDCCCCCADBEBDADEEC;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;200;180;180;160;880;G;G;D;D;4;O;B;D;E;C;A;B;B;B;A;B;A;B;D;A;A;E;A;D;B;1;1;663.35;1
5;F;1;1;1;1;3;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Mossoró;RN;1;1;1;1;591.5;626.5;630.5;731.5;CEDABACEEADBCEEEAADEBBCBADCDBBDCBACCBCCDBEEDA;AECDCCDACDAEACEBAABDDAEAABDCBABBCDCEDADCDAADE;CDBBAAABCBBEAEDAAABAACBBACCCEDCDADCDBAEBCACAC;EBDEBBDAADCBCCBCBABCDDBBADEEBEDBAADEECBBEECBC;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;160;140;120;120;660;F;E;E;D;3;J;A;C;D;B;A;B;B;B;A;B;A;B;C;B;A;D;A;E;B;1;1;648.0;1
3;F;1;1;1;2;0;1.0;Anápolis;GO;2.0;1.0;Anápolis;GO;1;1;1;1;595.0;493.0;573.5;614.5;AECBDECACBBACDABDCDBECDCCBDAEDBEDBEDBCAADCDEB;DADBECABCECEAADCBDAABCDCCBAADCDCACDBABECEACDA;BCDBBDECEDDCDBBADAECDCCEBBECEACBEAAADBCBEEAAB;DADCBCECDAECDEDDECBADEDDCABCEDCACBDBDEDCBDCEB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;140;160;160;180;180;820;H;H;C;D;3;F;A;B;D;B;A;B;B;B;A;A;A;A;A;A;A;D;A;B;B;1;1;619.2;2
2;F;1;3;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Araguari;MG;1;1;1;1;443.8;528.0;568.0;442.5;CDDCEAADEEBDAEEBCACBDCCBECEEBBCAEDBBCCACBDECD;ABCDCEDECDBEEAEDAEBBDECEDDACAADBEBDCAEDCAABEE;CABBADAECBBEACCABBCAADBBABBAEDCDCDABBAEDDADCD;EBDBBBD.DADEACEEAEABDDBABCDDACADDADADABBCCACD;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;200;140;120;80;660;B;D;C;C;4;C;A;B;D;B;B;B;A;B;A;B;A;B;B;A;A;E;A;B;B;1;2;528.45;1
1;F;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Ipameri;GO;1;1;1;1;557.0;519.0;548.0;555.0;CEBAAEBAAECBEACDDCDDDDECCBDCADACDBEDEDBAEBDEB;DACBDADCCACEADDEBBCEABCDADBCECBABDCCBCDBEBEBA;AAECADACEDDEEDBCDEDCDCBEBCACCDEBCBBEBADCBEBAE;BDDCACEDCECADBCDDADCEDDDAECDCCCABCCADEADADCCB;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;180;140;140;160;740;E;E;D;D;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;D;A;B;B;1;2;583.8;2
2;F;1;1;1;2;0;1.0;São Paulo;SP;4.0;1.0;São Paulo;SP;1;1;1;1;562.0;549.5;551.5;618.5;CADAABBECDBBCAEDBCBADEBCBACEDADCCDBCABEEBECBD;ABCDBACADBBDACEECDDADBEEADCBBEDBCCAEDEDCDABDE;EABBABAACEBBAADAABCADCCBACBBEDCAADADBAEDBBCCC;EBDCEAEADCBACCDDCAABCEDABDDBCEABDACDECABDDCEB;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;120;120;120;140;640;G;G;E;E;4;L;B;D;D;C;A;B;B;B;A;B;A;B;D;A;B;E;B;D;B;1;2;584.3;1
4;F;1;3;1;1;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Taperoá;PB;1;1;1;1;449.5;434.2;419.5;520.0;DDAABCAEEDDBBEECBACAADCAEDCDBBBCCBDEBCBEBABDB;CBAADADDAACBCADACDDDABEEBBBCACAECADEEEACDCAEE;CCBCECAAEACAACEEBDBAAECBBCBBAAADABDDAADCABACC;EEACEADAECDACACDCAACBBACBDCEACAEDAEBABEBDCBCE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;200;180;200;200;900;B;B;A;A;6;A;A;B;D;B;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B;1;2;544.65;2
2;M;3;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;São José do Egito;PE;1;1;1;1;329.2;495.0;422.8;429.2;ACABECBEDDBCBEEADCBAEDEBCACDDCEABDEDDDABDCBAA;EEEABCDEDCEAADCAEDDABCADCBAADDBCEEAADEDDADDCE;BDCAEABBCCBDAADCAEABBBACDABDDBECABBCEDABABADD;BDCCBCBDDCDEACDBDDACBBDCEBACDCDCACBABCBBEBBCC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;100;80;80;20;400;D;B;A;A;2;A;A;B;C;A;A;B;B;A;A;A;A;A;A;B;A;C;A;A;B;1;2;415.25;3
2;F;1;1;1;2;0;1.0;Taiobeiras;MG;4.0;1.0;Taiobeiras;MG;1;1;1;1;581.0;600.5;630.5;630.0;AECECCBCCBBBCCDDCCEEEEECCEDACECAEBEECCCAEEDBC;CDCDEAABBADEAADEBADAABCDCEBABCDEEBAEBEEBEBDDB;ACEEACACAEDCCDBADCDEDCEDABAAEACAABAADACBBEAAE;CCACCBCCDCCECCCCCCBCCEDDDCBDCCCBCCDDDEB.ADCEE;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;180;200;160;200;200;940;D;F;D;D;4;H;A;C;D;D;B;C;A;B;A;B;A;B;C;A;B;E;A;C;B;1;1;676.4;1
6;F;1;3;1;1;4;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Manaus;AM;1;1;1;1;458.0;384.5;437.5;406.5;BEECEDCBCAEBBACDBCADCDACDDCBEAEDACBDECABBEECB;DCAABAEDCADCEADDADBBEBEBAECAAEECCADEEBDBADABE;ABBDEAAAECDEADDAACEBDDCECCDEEBDEBEDCAEACEDDDC;ABDBCECCDEDBABEBBA.EADDBCDEBDADBCECAEDADCCBCE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;100;160;120;100;120;600;E;C;C;B;5;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;C;B;1;2;457.3;2
2;F;1;1;1;2;0;1.0;Piracicaba;SP;4.0;1.0;Piracicaba;SP;1;1;1;1;426.0;609.0;649.0;707.5;BECBBECDBDBBBEACEDECDCDBBCCCEDCBAEBACBCEDBDEA;DABADEEDCDCEBDBEEDBBCAADAECDBCACEEDCECBCAABCD;BBBDACCEEEBCACBBACABAAECABAECBBEDBCCDDEDDDDAC;EAEBADDEBEAABDEBECCBECBCBDECCCBCBDBBADEABCDCA;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;160;180;160;160;160;820;G;G;E;E;4;I;B;E;D;B;A;B;B;B;B;B;B;B;B;B;B;D;A;D;B;1;1;642.3;1
3;M;1;1;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Franca;SP;1;1;1;1;551.0;576.5;536.5;562.5;CADACAADBCABADCCCAEBBAEEEBEBBBCAEECCBADDBEDCC;ABCDCADACECEACEEABBDDAEACAEBBBABCEEEBACCDDBEE;EAADEAADCBDEACDABACDABDCBCEBEDEACBDDBEADDACBA;ECDBEABADDECDCDDADBCDDBCCCBEBBACCBBCAAEBDDCEE;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;180;140;120;160;740;E;E;A;B;5;G;A;D;E;D;B;C;B;B;A;B;A;A;C;A;B;D;B;B;B;1;2;593.3;1
2;F;1;3;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Balsas;MA;1;1;1;1;428.8;447.0;402.5;415.0;AACBBCBDBDBCBAEBDDEAEADDACBCBCBCEBBDABEABDECC;CBACEBAABDCBDEBDEBCEAEBCCBECCEAADCDEBDDCAAECD;DDBEECBBAABBCAACCADABACBCCABDACAABDAEEBEDDBAA;DACBBCDEDEDCABEBDBCAAACADACDEDEEABBECDCABDACB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;100;140;120;120;160;640;B;C;A;A;4;A;A;B;B;A;B;B;A;A;A;B;A;A;A;A;A;C;A;A;B;1;2;466.65;3
3;M;0;1;1;2;0;1.0;Belo Horizonte;MG;4.0;1.0;Belo Horizonte;MG;1;1;1;1;593.5;704.0;602.5;752.0;DBEEBECCBCBCECACCBCDCEDCAEBCCBECBCECBCBDAECCD;AAEEABAADCDAADEEBCAABCDCABCBDADEBAACABADBCDAE;DBABBAABDADDEDAADACBAEBBABACACEEAEDBBEBBACEEB;CCCDEEEBCCEDEEABCEADABBDDADADECEEDCBBCEBEACCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;200;160;180;160;860;E;E;C;E;5;N;A;B;D;B;A;B;B;B;A;B;A;B;B;B;A;E;A;B;B;1;1;702.4;1
4;F;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Rio de Janeiro;RJ;1;1;1;1;404.0;363.0;357.8;380.0;CECDCDDCEDEAECADBEEDBEAEACBEBABCCDABBCADDAEEE;BAABEBDBCECDABDDADABDAACBBCBCDDDBDDECEDEEEABD;ECBBAAEAAACABBAEAEEBEDEBABEEEDCEBACAAEDEEEDEA;ABEEAABEDEDBCACEBECCEBAAEEEAEDCAEAEAEBDDDDCEA;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;6.0;0;0;0;0;0;0;E;E;E;D;3;H;A;D;C;A;A;B;B;B;A;B;A;B;B;A;B;C;B;C;B;1;3;300.95;1
3;M;1;2;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Jacundá;PA;1;1;1;1;405.2;565.0;560.0;711.5;CBEEDBCDCEAADEBAECAEEABEBEACAEABBCBACDAEBDDAD;CBEEEABEDCDAADEDBCEABCCDEBCBDAAECDDADABDBCADD;DBADCABADAADEACDDADBADCCDDADCDAAAECCBBBBECEED;ECADECBBEDEBBEABCEBDABBDCADDDDCBBEDEEBEEEAACC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;100;120;120;140;140;620;E;G;C;D;5;F;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;C;B;1;2;572.35;1
3;M;1;2;1;2;0;1.0;Praia Grande;SP;2.0;1.0;Praia Grande;SP;1;1;1;1;408.8;490.5;437.0;391.0;CBADEAAECEABEEAEEEDBEDBDADCA..EBADCDECAEAEEDB;AECEBEDBCEAAACCACDEBDDAACADBADBCEDC.BDBAAADEE;EBAEEBDECCBCADABDABADEABEACAADEBADCEBAEBAAABA;CDDBADDDCDEECACDDDDDCBAABBDCAEDBECDAEDBCEABEB;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;100;60;60;100;40;360;H;H;F;D;3;D;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;1;2;417.45;3
15;F;1;3;1;1;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Gravataí;RS;1;1;1;1;544.5;532.0;510.0;533.5;AECDADCACABEBDBEDEBAEDCDDAEAECCDEADCBADAACDEA;DBADDEABCCECBABCAACBCEEABACEACDEECAEEBBDDABBD;AEAEAACEAEDDECCBACCADBADACABEBEEBDDCCBCDBDABA;EDAAACDEDAEEBBBDAEDBBEAAAEECECBEEDBEBACABBBDB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;100;80;100;80;0;360;D;D;C;D;1;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;1;2;496.0;3
1;F;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Manaus;AM;1;1;1;1;451.8;460.2;492.5;423.8;EBDEEBBAAACCBAADAECAECDCCBAACEEBCBBEECDBAECEB;CBBBAABABBBCABDBAADBACBDCDBABCAECDADEEEACABDA;BDEAEDEDABDBCCDAEDADDEBEDEACCACBBBDEEABDBEAAA;BCADAEBDDCEACEBCCAABDEBCEDBACEBDABECDBACAEACD;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;100;120;60;100;0;380;E;C;B;B;2;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;1;2;441.65;3
3;M;1;2;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;São Paulo;SP;1;1;1;1;577.5;593.5;539.5;673.0;DBEBEDBEBCACEBABDBBBDCBBEBBDBBEEBCDCBCADAECAD;ABEEABAADBDCADEABCECBCDCEBCBDAEEACACABBDACEAA;ABBBCBAADEDDEAAACADCADABABADCBEAAEDBCBCEABBED;CCADDEBBABDBEAABDEADACADECDDDBBEDDECCCEEECECC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;140;160;120;140;180;740;E;E;C;D;4;G;A;C;D;B;A;B;B;B;B;B;A;B;C;B;B;D;A;B;B;1;1;624.7;1
13;F;3;3;1;1;17;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Araguaína;TO;1;1;1;1;397.2;498.0;465.0;387.8;CEDBCCADABDABDACDCDDBCBDEBABCEBEABAEEDBBCEEEC;CECECEECEEBEEBDECCCEABCECCECCBDEEDBCEDDBCBDDB;AAAEAAEBAEDBEEDDBCDBBDDECCAEEDEEADACDBBBBAAAD;BACBADABBACDEBCEACADEDDEBCDAEBBACBACDECEDCBCE;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;100;80;40;100;60;380;B;D;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;E;A;A;B;1;2;425.6;3
2;M;1;3;1;2;0;1.0;Camaragibe;PE;2.0;1.0;Camaragibe;PE;1;1;1;1;569.0;601.0;497.8;562.5;DBEBECEECCCDDADCBDEAEECDBBDDBBBCBCADACBDDEEEA;.BEEACAADCDAADEABCEABCDEEBCBEAEBBABAEBADACDBE;CBABABABCADCDDEADADCBEDCBDBCECEDAEDCBEBBABABD;DCECEDBBDBBBCAABEBCDAECCDDDDDEBDCBBDEEEBAAEEA;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;200;120;140;180;760;H;H;F;B;4;D;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B;1;2;598.05;2
3;F;1;1;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Jardim;CE;1;1;1;1;503.5;465.0;493.8;421.0;CDDCEEEACDDBEDEDBDEEBDCEECCEBBACAEABCBAEBEEDB;ABCDDCDDDABEABAAEDEAEBCCCEEACEEAAADEACDCBBAEE;ECADECADCCBBAADECBBBDCCBACADEECADCCDBAEDAACCA;AEEBECEEDEEDADBECAACBDDBADCDAEEEDCDAABEBADBEA;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;160;200;200;200;200;960;C;E;A;A;5;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;B;E;A;B;B;1;2;568.65;2
3;F;1;1;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Camaragibe;PE;1;1;1;1;566.5;459.5;550.5;448.0;DBDEBBCCACDEBDECBBBBDEBEEEDECCBEABEAACDDAEDAE;ACEDACBABCBADDCBCCDCAACCBAACEEADCCDACEDDACDAD;...AAABDCECDEDAACAEBBDDCDBAECBAAABBBEEBBACEAA;CBCCDEBABCDEEAAACDDDAADCDBEDDBAECDBBDCEBAECBD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;140;120;120;120;620;E;E;D;D;4;B;A;C;C;B;A;B;B;B;A;B;A;A;B;B;A;D;A;C;B;1;2;528.9;1
2;F;1;1;1;2;0;1.0;Jaraguá do Sul;SC;2.0;1.0;Jaraguá do Sul;SC;1;1;1;1;572.0;661.5;632.5;682.5;DBEBCAEECCACBBECACBCEEBDBCDCEAADABCABEBCADECA;ADEAAABADCDAADEABCEABCDCDDCBDADEBDECABADADDAE;DBABBCACDACAEDAACABBADCCC.A.CAEAAECBBECBECAED;ECBCAEBBCABBDEABCEADADDEDBDDEEAEBDBCBCEDBABCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;200;200;180;180;920;C;G;C;D;4;H;A;B;C;C;A;B;B;B;B;B;A;B;B;A;A;E;A;D;B;1;1;693.7;1
2;F;1;1;1;2;0;1.0;Varjota;CE;2.0;1.0;Varjota;CE;1;1;1;1;433.0;499.0;490.2;535.5;CEAABDBBEABBACDDCEAECEACCAEBDEDCDCBCABCDAEABB;CDBDCDEEBCEEDADEBEBCAABDCEDADCACDEBCBAECEADDB;EADDCDAAAEDCBBBADADAADEEBBCBCBCBBEADCECBABBAE;BBEACBDBBEBCDABCEDDCBADBAABCBDCCCDABDEDDADBEC;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;120;100;120;60;520;C;E;C;B;4;B;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B;1;2;495.55;2
1;M;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Curitiba;PR;1;1;1;1;538.5;564.5;523.0;481.5;DBEDCACABDCEDACADBCCEEDBEBDACBDDBDEBBCBDCEDEA;ACDDCAEBDCDAADECBCDABCDDABCCABBABDADEBCDBCACE;DBDBCBBACACDEABECADBADBCDBBCCAEDAEDCBBABACADB;CCBCBDACCCDEACECAEBDABBCACBBEDCDDDADCDAEDECBD;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;120;160;200;80;720;G;G;E;D;5;Q;C;C;D;C;A;B;A;B;B;B;A;B;E;B;B;E;B;E;B;1;2;565.5;1
3;F;1;2;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Guanhães;MG;1;1;1;1;388.0;358.8;410.8;362.2;EDBCEDBDEDDBCBCADBEDBEDCDBDBDBBEDBBBEEBDCDEDA;DDCEBACBECBDBDDCDBDCCAEBACECBEBDCECACDCBDACEB;CEBCCCDDECBECBEBBDBBBCCCECDEEAABDDBDBEEDBCDBB;CBDEACBDBEBDBDCACEBCADBDBECBDABCADBECBDAECDBE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;3.0;0;0;0;0;0;0;B;E;F;B;5;D;A;C;C;A;A;B;A;A;A;A;A;A;C;A;A;D;A;A;B;1;3;303.95;2
